StoreID,Month,NumberOfSales
1182,4,69751.4
1183,3,67755.05833333335
1183,4,63033.65119047619
1184,3,87525.66095238095
1184,4,81252.61166666668
1185,3,126632.54166666664
1185,4,120657.43000000001
1186,3,143431.4
1186,4,140516.09166666667
1187,3,66850.34166666666
1187,4,60851.189999999995
1188,3,267555.85
1188,4,243854.37499999997
1189,3,156055.33666666667
1189,4,136439.65
1190,3,64701.88333333333
1190,4,57598.42333333333
1191,3,64381.30000000001
1191,4,61811.09666666667
1192,3,86510.51
1192,4,83391.6675
1193,3,103861.36999999998
1193,4,95154.745
1194,3,69671.37
1194,4,69880.465
1195,3,98588.1916666667
1195,4,93070.56166666666
1196,3,71060.16666666667
1196,4,63495.63333333333
1197,3,123320.20500000002
1197,4,111105.125
1198,3,111640.185
1198,4,105692.18166666666
1199,3,113974.07500000003
1199,4,109836.24166666668
1200,3,95056.17952380952
1200,4,85136.78333333333
1201,3,97919.71
1201,4,94304.68333333332
1202,3,93972.22499999999
1202,4,82540.94000000002
1203,3,57463.133333333346
1203,4,48881.15666666667
1204,3,92470.72333333334
1204,4,90318.68333333335
1205,3,114413.12
1205,4,110977.18166666667
1206,3,138517.50833333333
1206,4,143082.0619047619
1207,3,130014.69595238098
1207,4,125693.72916666669
1208,3,81978.15500000001
1208,4,75858.43333333335
1209,3,111108.95952380952
1209,4,96489.025
1210,3,92465.58333333334
1210,4,85695.22452380952
1211,3,105765.18999999999
1211,4,97186.02
1212,3,250937.48333333334
1212,4,236119.35833333328
1213,3,124252.99166666665
1213,4,120622.51071428569
1214,3,87721.18333333335
1214,4,79291.76666666666
1215,3,104508.98333333334
1215,4,103579.35333333335
1216,3,126676.91309523808
1216,4,115933.7392857143
1217,3,112770.46166666667
1217,4,104423.5219047619
1218,3,96108.66761904758
1218,4,91709.70166666663
1219,3,76802.45333333332
1219,4,74175.95833333333
1220,3,67454.84523809525
1220,4,63317.02119047618
1221,3,107149.98999999999
1221,4,95256.27833333332
1222,3,103806.94666666667
1222,4,99609.2
1223,3,160637.88333333336
1223,4,152493.69999999998
1224,3,146863.52976190476
1224,4,138444.81333333332
1225,3,153037.3
1225,4,144710.84999999998
1226,3,106637.65333333334
1226,4,97135.37619047616
1227,3,76507.065
1227,4,71855.39166666666
1228,3,118612.97833333333
1228,4,112113.01214285711
1229,3,136364.34666666668
1229,4,129519.44666666666
1230,3,53475.37
1230,4,46434.625
1231,3,120968.155
1231,4,113791.56833333333
1232,3,137583.40833333335
1232,4,131007.50595238096
1233,3,81243.51166666666
1233,4,76834.625
1234,3,117900.04166666666
1234,4,110830.37166666667
1235,3,78447.59833333334
1235,4,72001.06666666667
1236,3,99037.73833333334
1236,4,89672.97
1237,3,119690.77
1237,4,111903.65833333335
1238,3,80469.66166666665
1238,4,73166.5780952381
1239,3,94734.90166666666
1239,4,82418.53333333333
1240,3,180231.43333333335
1240,4,175570.96666666667
1241,3,152182.09285714288
1241,4,135672.76
1242,3,54590.563333333324
1242,4,50876.46000000001
1243,3,71172.74285714285
1243,4,67948.24333333333
1244,3,81371.79999999999
1244,4,78867.91523809523
1245,3,150609.5183333333
1245,4,132901.005
1246,3,154045.43333333338
1246,4,137886.45833333328
1247,3,80979.20499999999
1247,4,77994.0130952381
1248,3,140900.2083333333
1248,4,129793.27249999999
1249,3,106987.72999999998
1249,4,101819.37999999999
1250,3,188100.78333333335
1250,4,179809.84000000003
1251,3,75517.84761904762
1251,4,72594.07833333331
1252,3,130195.26309523807
1252,4,118949.65619047618
1253,3,113063.53166666665
1253,4,100908.98333333332
1254,3,121245.53333333333
1254,4,114719.75333333331
1255,3,154868.94999999998
1255,4,142509.8066666667
1256,3,108412.51666666663
1256,4,101798.61833333333
1257,3,83357.555
1257,4,74520.72000000002
1258,3,140305.65
1258,4,129727.52333333333
1259,3,95067.30500000001
1259,4,87732.02285714287
1260,3,74771.32928571428
1260,4,76787.10690476191
1261,3,109793.7
1261,4,105537.40833333333
1262,3,139116.94666666663
1262,4,137095.95333333334
1263,3,130268.48809523808
1263,4,118200.575
1264,3,69357.62
1264,4,66685.575
1265,3,126216.175
1265,4,124356.53976190479
1266,3,174797.7833333333
1266,4,156815.20833333334
1267,3,152885.848968254
1267,4,156323.21666666667
1268,3,102487.99166666668
1268,4,96579.50476190477
1269,3,144009.7266666667
1269,4,129007.1
1270,3,69391.63607142858
1270,4,65561.98416666666
1271,3,47867.67333333333
1271,4,44819.43499999999
1272,3,99031.225
1272,4,90000.87666666666
1273,3,108541.575
1273,4,100584.33833333333
1274,3,124015.29500000001
1274,4,116595.95333333335
1275,3,122294.93333333333
1275,4,116505.25
1276,3,53520.223333333335
1276,4,51247.10333333334
1277,3,102697.73
1277,4,91784.81
1278,3,129008.90999999999
1278,4,121953.11666666665
1279,3,167975.95
1279,4,156503.39999999997
1280,3,122346.91333333333
1280,4,131675.3
1281,3,125953.70833333333
1281,4,121203.70000000001
1282,3,135139.87333333332
1282,4,128329.76333333334
1283,3,121783.55333333334
1283,4,115771.33499999999
1284,3,75285.115
1284,4,69756.9805952381
1285,3,89766.17666666667
1285,4,85003.7425
1286,3,242442.4133333333
1286,4,212326.5833333333
1287,3,135569.9166666667
1287,4,134504.23333333334
1288,3,105185.25333333333
1288,4,97969.65404761906
1289,3,101664.23499999999
1289,4,95688.76454545456
1290,3,99408.40666666666
1290,4,93336.39
1291,3,85621.36499999998
1291,4,84802.52000000002
1292,3,72389.38833333332
1292,4,68437.57500000001
1293,3,94545.85333333335
1293,4,89011.38333333332
1294,3,114520.85999999997
1294,4,100755.23833333333
1295,3,122490.51499999998
1295,4,105987.99166666665
1296,3,136161.12214285714
1296,4,127082.78666666667
1297,3,145491.45416666663
1297,4,135264.71666666665
1298,3,166193.08833333335
1298,4,154202.58333333334
1299,3,113822.04166666667
1299,4,109584.33666666664
1300,3,117685.07500000003
1300,4,105274.05666666666
1301,3,116374.24999999997
1301,4,112562.93000000002
1302,3,117102.40000000002
1302,4,110679.81666666667
1303,3,77357.13500000002
1303,4,76413.96499999998
1304,3,156040.68666666668
1304,4,161615.6466666667
1305,3,74265.88166666665
1305,4,67575.46666666667
1306,3,74898.58119047621
1306,4,72010.34333333334
1307,3,190617.68333333332
1307,4,197236.95
1308,3,101494.83333333333
1308,4,95642.78333333334
1309,3,157840.055
1309,4,139436.25333333333
1310,3,150939.17166666663
1310,4,145334.665
1311,3,113401.50333333334
1311,4,106323.61238095239
1312,3,81751.0495238095
1312,4,74546.91642857142
1313,3,147665.9666666667
1313,4,139891.93333333335
1314,3,125770.94833333335
1314,4,114416.55952380951
1315,3,84263.93999999999
1315,4,79298.21666666667
1316,3,119752.37999999999
1316,4,108717.39999999998
1317,3,150712.51730158733
1317,4,148787.71666666667
1318,3,73157.36999999998
1318,4,70766.90142857144
1319,3,129586.70000000004
1319,4,117960.31
1320,3,167866.3
1320,4,157203.71666666665
1321,3,73185.03333333333
1321,4,69469.48333333334
1322,3,72373.06333333334
1322,4,67691.07833333332
1323,3,146169.625
1323,4,134197.04571428572
1324,3,94351.6154761905
1324,4,87229.36833333333
1325,3,100181.11999999997
1325,4,92238.70666666665
1326,3,140524.49833333335
1326,4,135509.43
1327,3,176324.77333333332
1327,4,169378.80999999994
1328,3,120989.44833333329
1328,4,112616.44333333334
1329,3,150558.75714285715
1329,4,142296.74
1330,3,303034.235
1330,4,304274.0
1331,3,173665.39999999994
1331,4,156681.63333333333
1332,3,77218.27666666666
1332,4,74235.41666666666
1333,3,99608.385
1333,4,89052.655
1334,3,155947.52500000002
1334,4,146842.29000000004
1335,3,151708.52333333332
1335,4,146189.75833333333
1336,3,95871.93369047619
1336,4,115582.40000000001
1337,3,149955.1180952381
1337,4,141240.05000000005
1338,3,108589.965
1338,4,99233.01
1339,3,208504.3416666667
1339,4,231850.97261904765
1340,3,157660.52666666667
1340,4,144519.37333333332
1341,3,135853.05000000002
1341,4,126038.695
1342,3,132002.78083333335
1342,4,121826.34666666666
1343,3,200214.55833333338
1343,4,184282.66000000003
1344,3,89014.52095238096
1344,4,83021.00761904762
1345,3,46935.56666666666
1345,4,142410.64880952385
1346,3,165386.10000000003
1346,4,155188.52000000002
1347,3,64351.91333333333
1347,4,60739.17333333334
1348,3,91946.23833333333
1348,4,83873.87714285715
1349,3,115891.64999999998
1349,4,103353.13166666668
1350,3,74692.22833333333
1350,4,72769.08333333331
1351,3,172909.16666666663
1351,4,166521.95
1352,3,83676.92190476191
1352,4,74787.84166666667
1353,3,130039.43333333333
1353,4,120678.69833333332
1354,3,104319.035
1354,4,99428.8
1355,3,388321.75
1355,4,373580.35000000003
1356,3,165847.6080952381
1356,4,152491.69999999998
1357,3,137955.78928571427
1357,4,162954.58571428567
1358,3,207550.03833333333
1358,4,185155.7183333333
1359,3,78333.95
1359,4,73827.30333333333
1360,3,73949.445
1360,4,70367.15166666667
1361,3,120755.04666666666
1361,4,112053.15
1362,3,201763.10000000003
1362,4,188614.54833333334
1363,3,110131.27333333332
1363,4,96055.77785714285
1364,3,80705.31000000001
1364,4,72970.50833333333
1365,3,104111.03
1365,4,95927.575
1366,3,96214.02500000001
1366,4,90486.8688095238
1367,3,191812.23333333334
1367,4,192203.93333333335
1368,3,135611.01666666666
1368,4,125581.85666666667
1369,3,119121.28499999999
1369,4,109041.5885714286
1370,3,179197.00333333333
1370,4,176722.1666666667
1371,3,135409.56333333332
1371,4,129575.61666666667
1372,3,72143.85333333332
1372,4,66266.91095238095
1373,3,157539.71666666667
1373,4,144468.5133333333
1374,3,80657.08000000002
1374,4,69832.20333333332
1375,3,86286.44287878787
1375,4,81251.01500000001
1376,3,118281.57785714287
1376,4,113027.41666666666
1377,3,150384.40833333333
1377,4,137513.68999999997
1378,3,156250.4380952381
1378,4,147717.37333333332
1379,3,109794.00666666664
1379,4,105002.915
1380,3,120297.73333333332
1380,4,114209.9166666667
1381,3,128062.945
1381,4,122190.95
1382,3,113275.125
1382,4,106754.21666666666
1383,3,99806.75833333333
1383,4,92446.74166666667
1384,3,130452.39000000001
1384,4,124062.99999999999
1385,3,112518.59499999997
1385,4,104846.1766666667
1386,3,151707.37333333332
1386,4,146851.10833333334
1387,3,136132.5
1387,4,149566.56999999998
1388,3,88872.19333333334
1388,4,86244.63666666669
1389,3,162579.2
1389,4,145698.45
1390,3,51546.700952380954
1390,4,50067.14499999999
1391,3,79583.12333333337
1391,4,77486.72333333334
1392,3,142362.035
1392,4,136517.45
1393,3,167015.36666666673
1393,4,159031.84333333335
1394,3,99489.755
1394,4,91770.55166666668
1395,3,93820.5
1395,4,88471.73166666667
1396,3,116352.09047619045
1396,4,109414.11380952381
1397,3,99071.195
1397,4,88974.75833333335
1398,3,71615.38166666667
1398,4,66195.85833333334
1399,3,115897.70499999999
1399,4,105700.56547619049
1400,3,70152.71
1400,4,65421.649047619045
1401,3,121213.45166666668
1401,4,112091.48666666666
1402,3,87291.29000000001
1402,4,81424.98261904763
1403,3,128945.3619047619
1403,4,115933.525
1404,3,70077.28396825396
1404,4,63434.225
1405,3,86532.9595238095
1405,4,79827.21833333335
1406,3,133415.727012987
1406,4,125341.84999999999
1407,3,94508.69833333333
1407,4,88194.41047619049
1408,3,142520.55833333335
1408,4,128289.22666666667
1409,3,113154.96142857142
1409,4,109667.56999999998
1410,3,131708.09833333333
1410,4,124341.145
1411,3,75422.98166666666
1411,4,71298.06
1412,3,229681.32166666663
1412,4,220018.35
1413,3,79766.04999999999
1413,4,69701.66571428571
1414,3,130224.05785714288
1414,4,120698.19166666667
1415,3,87422.11833333333
1415,4,81909.05166666667
1416,3,196458.73999999996
1416,4,210045.23
1417,3,82633.29666666666
1417,4,76753.08166666667
1418,3,103351.79333333333
1418,4,100622.6288888889
1419,3,44711.39666666667
1419,4,40642.56166666667
1420,3,150220.475
1420,4,148869.46666666667
1421,3,137761.56666666668
1421,4,133418.53666666665
1422,3,93761.49976190476
1422,4,82401.83285714283
1423,3,100377.73833333334
1423,4,93470.21523809525
1424,3,100936.22
1424,4,94740.58666666666
1425,3,155979.43333333332
1425,4,147952.15
1426,3,226993.05333333334
1426,4,203872.50833333336
1427,3,122180.64166666666
1427,4,125817.48809523808
1428,3,95385.91333333333
1428,4,86640.82999999999
1429,3,95050.13999999998
1429,4,86718.46666666669
1430,3,114333.1766666667
1430,4,112880.16666666669
1431,3,94669.26666666665
1431,4,93610.54238095238
1432,3,72781.67333333334
1432,4,77326.40833333331
1433,3,102980.95833333336
1433,4,94875.05380952382
1434,3,104816.10833333332
1434,4,101325.57
1435,3,109772.43333333335
1435,4,104578.2
1436,3,106285.82333333333
1436,4,97624.75166666666
1437,3,108977.36476190476
1437,4,103771.20857142856
1438,3,58841.819999999985
1438,4,52412.09166666666
1439,3,140214.85833333334
1439,4,136935.36999999997
1440,3,117327.61666666668
1440,4,110866.92333333332
1441,3,131741.43500000003
1441,4,118945.62666666665
1442,3,52061.76761904761
1442,4,46418.43999999999
1443,3,79873.24833333334
1443,4,75566.25833333335
1444,3,58603.375
1444,4,59110.399999999994
1445,3,96312.76000000001
1445,4,95354.08333333334
1446,3,117376.23166666667
1446,4,113528.00000000001
1447,3,119576.44166666671
1447,4,110648.17333333332
1448,3,87172.915
1448,4,84457.92499999999
1449,3,88639.48571428572
1449,4,79287.92166666666
1450,3,167720.3266666667
1450,4,156669.2766666667
1451,3,82932.78333333334
1451,4,76144.53333333334
1452,3,85497.34166666666
1452,4,79456.85166666667
1453,3,89318.42333333332
1453,4,84678.46190476189
1454,3,134221.70999999996
1454,4,121427.0138095238
1455,3,71622.62619047619
1455,4,72739.28333333334
1456,3,71147.45714285715
1456,4,70573.71499999998
1457,3,82506.84833333334
1457,4,78693.03166666666
1458,3,83490.24333333335
1458,4,78382.49214285714
1459,3,90728.15833333333
1459,4,85993.16666666669
1460,3,101687.44666666667
1460,4,94570.35000000002
1461,3,77350.04166666667
1461,4,76047.24999999999
1462,3,73016.725
1462,4,68776.59166666666
1463,3,115378.40499999998
1463,4,108734.76666666668
1464,3,119469.50666666668
1464,4,114191.79333333333
1465,3,131086.175
1465,4,119332.4
1466,3,66743.29055555555
1466,4,64977.75833333334
1467,3,144172.33666666667
1467,4,139170.06666666665
1468,3,93416.81333333334
1468,4,86985.79166666667
1469,3,175071.03083333338
1469,4,165976.25
1470,3,152547.92999999996
1470,4,142986.805
1471,3,115944.47499999999
1471,4,110567.21999999999
1472,3,97712.31666666667
1472,4,95483.16833333332
1473,3,92799.4207142857
1473,4,84672.31380952381
1474,3,80522.80333333333
1474,4,75286.59666666666
1475,3,103458.09166666666
1475,4,95228.38833333334
1476,3,181532.025
1476,4,169601.46
1477,3,95806.08333333334
1477,4,92301.05333333334
1478,3,151391.04166666666
1478,4,142780.06666666668
1479,3,106561.60071428571
1479,4,94727.33666666666
1480,3,97096.75499999999
1480,4,95986.05166666665
1481,3,272202.8
1481,4,242480.06666666662
1482,3,117252.48333333334
1482,4,104220.98833333334
1483,3,138814.88499999998
1483,4,133165.56666666668
1484,3,94450.1375
1484,4,87068.45833333331
1485,3,104337.87833333331
1485,4,96305.32
1486,3,101668.08444444442
1486,4,95868.47166666664
1487,3,79982.21666666667
1487,4,77128.16499999998
1488,3,132494.78
1488,4,123864.215
1489,3,107192.05833333333
1489,4,96717.79309523808
1490,3,98639.50666666665
1490,4,89934.52
1491,3,314696.54000000004
1491,4,287650.71666666673
1492,3,98662.11333333337
1492,4,94068.68500000004
1493,3,208370.42
1493,4,188046.92
1494,3,211641.55714285714
1494,4,190819.3071428571
1495,3,14126.880476190476
1495,4,130978.89333333336
1496,3,138818.725
1496,4,121842.10166666663
1497,3,92757.85333333333
1497,4,82234.78666666668
1498,3,101619.87999999999
1498,4,95898.18000000004
1499,3,86772.66333333332
1499,4,76180.90999999999
1500,3,93455.66611111112
1500,4,87263.67666666668
1501,3,200076.50000000003
1501,4,179977.5183333333
1502,3,151245.05833333338
1502,4,149718.3
1503,3,65340.23333333334
1503,4,59683.745238095245
1504,3,125063.1642857143
1504,4,118771.10000000002
1505,3,68724.58
1505,4,63471.524999999994
1506,3,88891.37666666666
1506,4,89386.37999999999
1507,3,119945.29476190478
1507,4,112334.06190476191
1508,3,101663.575
1508,4,91304.1816666667
1509,3,102424.46500000003
1509,4,96010.22666666665
1510,3,117145.99166666668
1510,4,106978.88333333333
1511,3,110018.09000000003
1511,4,105590.41333333333
1512,3,99396.59333333335
1512,4,95180.77285714285
1513,3,153868.78333333335
1513,4,145400.65
1514,3,84504.11499999999
1514,4,81795.88666666667
1515,3,79831.7275
1515,4,74650.41666666666
1516,3,93434.48476190478
1516,4,87662.38666666667
1517,3,58864.025
1517,4,63528.14333333332
1518,3,96477.91666666666
1518,4,87922.51666666666
1519,3,89227.60833333334
1519,4,85729.90595238094
1520,3,98239.93333333332
1520,4,91398.93333333333
1521,3,103411.6442857143
1521,4,96238.29999999999
1522,3,148409.4
1522,4,136623.51666666666
1523,3,78138.15214285713
1523,4,73410.56000000001
1524,3,91953.82166666667
1524,4,88749.84000000001
1525,3,72091.24333333333
1525,4,71481.73333333332
1526,3,88927.95166666666
1526,4,77929.51833333336
1527,3,92437.55642857142
1527,4,87136.81666666668
1528,3,104160.50666666667
1528,4,99802.28809523808
1529,3,122485.78166666668
1529,4,116345.41166666665
1530,3,87649.45999999998
1530,4,84516.975
1531,3,133252.29166666666
1531,4,122529.44166666665
1532,3,97606.36333333331
1532,4,94587.46166666668
1533,3,125906.42999999998
1533,4,117358.85000000002
1534,3,131519.31666666665
1534,4,120131.23000000001
1535,3,154061.6166666667
1535,4,144543.96
1536,3,88767.31666666665
1536,4,80180.30000000002
1537,3,114596.92999999998
1537,4,109848.78333333333
1538,3,267229.24333333335
1538,4,248423.6783333333
1539,3,51477.639285714286
1539,4,49164.00261904761
1540,3,225218.06833333333
1540,4,207428.18333333335
1541,3,98092.94666666664
1541,4,91124.63333333333
1542,3,98702.50333333334
1542,4,93417.8
1543,3,84620.18666666669
1543,4,74012.0519047619
1544,3,81664.82142857142
1544,4,79537.14166666666
1545,3,84832.22166666666
1545,4,79122.01666666668
1546,3,56479.33666666668
1546,4,50897.38690476191
1547,3,70276.72833333332
1547,4,67244.57333333333
1548,3,77629.53666666667
1548,4,70759.24047619048
1549,3,168824.75833333336
1549,4,157743.9666666667
1550,3,127499.19999999997
1550,4,114790.84166666667
1551,3,176528.88571428572
1551,4,161003.85714285713
1552,3,118556.49250000002
1552,4,107900.0375
1553,3,104995.45238095241
1553,4,96666.50142857141
1554,3,75964.61428571428
1554,4,70613.58833333335
1555,3,145825.45833333334
1555,4,134766.86666666667
